filename	lat	lon	Rrs_412	Rrs_443	Rrs_490	Rrs_510	Rrs_555	Rrs_670
S2007148180302.L2_MLAC.hdf	43.1686	-70.1206	0.00967444	0.0103522	0.0104947	0.0102811	0.0096929	0.0069549
S2007148180302.L2_MLAC.hdf	43.1216	-70.3506	0.00844333	0.00917622	0.009614	0.0097491	0.0097527	0.0068682
S2005101180729.L2_MLAC.hdf	34.2957	-76.4056	0.00567378	0.006516	0.00742733	0.0070609	0.0060953	0.0026398
S2005214171508.L2_MLAC.hdf	35.2004	-76.2421	0.00477	0.00497245	0.005544	0.0059651	0.0075916	0.0049436
S2005292173114.L2_MLAC.hdf	35.2506	-76.051	0.00797311	0.007954	0.00795511	0.0082287	0.0092013	0.0055651
S2005292173114.L2_MLAC.hdf	35.2033	-76.2334	0.00781578	0.00766644	0.00732889	0.0074253	0.0081044	0.0055882
S1998178131558.L2_MLAC.hdf	71.5	15	0.00487356	0.00528756	0.00572267	0.0054136	0.0046727	0.0017233
S1998195174336.L2_MLAC.hdf	79	11	0.00481578	0.00586556	0.006104	0.0055589	0.0045224	0.0026076
S1998195174336.L2_MLAC.hdf	79	10.5	0.00607111	0.00672978	0.00662778	0.0061749	0.0052973	0.0035884
S1998197155521.L2_MLAC.hdf	78.833	9.5	0.00719867	0.00785444	0.00770356	0.0068509	0.0055776	0.0035113
S1999177103205.L2_MLAC.hdf	70.67	19.97	0.00639733	0.00652022	0.00657222	0.0063047	0.005748	0.0038093
S1999179134007.L2_MLAC.hdf	70.25	14.99	0.00488111	0.0053	0.00550178	0.0050749	0.0042598	0.0021218
S2000196124923.L2_MLAC.hdf	78.363	1.264	0.00907156	0.00855956	0.00780422	0.0069536	0.0044689	0.0022849
S2004133165043.L2_MLAC.hdf	43.685	-68.226	0.005142	0.00558667	0.00597244	0.0058178	0.0055602	0.0033507
S2004156173900.L2_MLAC.hdf	43.676	-68.251	0.00317022	0.00358845	0.00390822	0.0038184	0.0033749	0.0017071
S2004168173426.L2_MLAC.hdf	43.716	-67.596	0.00217978	0.00273222	0.00328845	0.0034078	0.0033142	0.0011242
S2004189170218.L2_MLAC.hdf	43.689	-68.2	0.00581889	0.00603467	0.00608533	0.0058193	0.0051384	0.0025316
S2004217175922.L2_MLAC.hdf	43.688	-68.278	0.00674489	0.00711289	0.00716667	0.0067191	0.0058536	0.0036331
S2004230165741.L2_MLAC.hdf	43.718	-67.527	0.00501733	0.00525333	0.005376	0.0051051	0.0044322	0.002322
S2004230165741.L2_MLAC.hdf	43.693	-68.14	0.00450645	0.00468245	0.00482778	0.0046091	0.004044	0.0020336
S2004239163023.L2_MLAC.hdf	43.715	-67.627	0.00406956	0.00437111	0.00454089	0.0041051	0.0033151	0.0015724
S2004239163023.L2_MLAC.hdf	43.695	-68.25	0.0034	0.00367778	0.00397889	0.0038462	0.0037449	0.0014078
S2004258175528.L2_MLAC.hdf	43.69	-68.204	0.00177422	0.00239022	0.00297356	0.0028796	0.0024664	0.0006867
S2004259165736.L2_MLAC.hdf	43.693	-68.107	0.00216978	0.00260533	0.00304111	0.0029576	0.0026053	0.0007949
S2004267172811.L2_MLAC.hdf	43.715	-67.572	0.00177756	0.002258	0.00265	0.0026284	0.002246	0.0007076
S2004267172811.L2_MLAC.hdf	43.69	-68.198	0.00169667	0.00216911	0.00254156	0.0025158	0.0021342	0.0006069
S2004274171757.L2_MLAC.hdf	43.74	-66.995	0.00193711	0.002434	0.00282045	0.002788	0.002408	0.0009422
S2005201164004.L2_MLAC.hdf	43.908	-68.417	0.00964111	0.00958511	0.00913244	0.0086629	0.0079173	0.0050567
S2005245165304.L2_MLAC.hdf	43.89	-68.328	0.00486867	0.00480378	0.00482222	0.0047591	0.0045698	0.00216
S2005245165304.L2_MLAC.hdf	43.856	-67.825	0.00462711	0.004646	0.00468622	0.0045271	0.0041153	0.0018847
S2005245165304.L2_MLAC.hdf	43.822	-67.318	0.004244	0.00429756	0.00431756	0.0041893	0.0038156	0.0017142
S2005246173347.L2_MLAC.hdf	43.684	-68.187	0.00251844	0.00291645	0.00328489	0.0032182	0.002764	0.0009411
S2005246173347.L2_MLAC.hdf	43.664	-68.722	0.00256889	0.00295156	0.00341778	0.0036251	0.0036749	0.0012062
S2005277171158.L2_MLAC.hdf	43.696	-68.366	0.00590356	0.00573733	0.00542978	0.005436	0.0052844	0.0025696
S2006116164706.L2_MLAC.hdf	43.736	-67.558	0.00397622	0.00447422	0.00478044	0.0044976	0.0039333	0.0026709
S2006116164706.L2_MLAC.hdf	43.72	-68.083	0.00392689	0.00436422	0.00460289	0.004296	0.0037618	0.0025567
S2006172164245.L2_MLAC.hdf	43.851	-67.725	0.00441111	0.00446356	0.00468756	0.0046691	0.0045978	0.0019282
S2006172164245.L2_MLAC.hdf	43.804	-67.178	0.00474778	0.00490111	0.00511356	0.00496	0.0045764	0.0020036
S2006221165516.L2_MLAC.hdf	43.702	-68.399	0.00533378	0.00552622	0.00574178	0.0055702	0.0050918	0.0024433
S2007071171544.L2_MLAC.hdf	43.976	-68.619	0.00453467	0.00525867	0.00608778	0.0061284	0.0062482	0.002902
S2007123174049.L2_MLAC.hdf	43.695	-68.194	0.00268356	0.00320178	0.003392	0.0029816	0.0022473	0.0011058
S2007123174049.L2_MLAC.hdf	43.684	-68.509	0.00286133	0.003344	0.00362578	0.0032382	0.0024536	0.001154
S2005133182143.L2_MLAC.hdf	31.372	-80.562	0.00896022	0.00919044	0.00908978	0.0088	0.0080933	0.0054451
S2005133182143.L2_MLAC.hdf	31.412	-80.654	0.00917867	0.009376	0.00922133	0.0089473	0.0083178	0.0056836
S2005115174247.L2_MLAC.hdf	27.5414	-82.8002	0.00583067	0.00718556	0.0101564	0.0112236	0.0131893	0.0045376
S2005115174247.L2_MLAC.hdf	27.235	-82.6248	0.00567156	0.00739867	0.0108191	0.0115631	0.0119993	0.0035398
S2005115174247.L2_MLAC.hdf	26.9364	-82.466	0.005552	0.00721622	0.0101447	0.0106576	0.01073	0.0035527
S2005118180543.L2_MLAC.hdf	26.555	-82.4763	0.00429578	0.00543978	0.00726911	0.0065544	0.0049869	0.00179
S2005118180543.L2_MLAC.hdf	26.5963	-82.3898	0.004206	0.00539778	0.00734889	0.007196	0.0063042	0.002118
S2005118180543.L2_MLAC.hdf	26.7486	-82.7456	0.00490667	0.00576911	0.006772	0.0057327	0.0042162	0.0021613
S2005307174716.L2_MLAC.hdf	26.313	-82.4456	0.00638422	0.00652556	0.00673156	0.0067567	0.0068153	0.0038262
S2005307174716.L2_MLAC.hdf	26.2521	-82.6174	0.00570333	0.00577578	0.00582645	0.0057076	0.0055442	0.00319
S2005307174716.L2_MLAC.hdf	26.5153	-82.558	0.006262	0.00629089	0.00627467	0.0061987	0.00634	0.003816
S2006004183353.L2_MLAC.hdf	27.2407	-82.6269	0.00384356	0.00530489	0.00789533	0.0089211	0.0101256	0.0029176
S2006004183353.L2_MLAC.hdf	26.9122	-82.4578	0.00353733	0.00502022	0.00760533	0.0083422	0.0091611	0.002564
S2006004183353.L2_MLAC.hdf	26.7877	-82.3892	0.00347089	0.004862	0.00730244	0.0082431	0.0095509	0.0029891
S2006005173614.L2_MLAC.hdf	26.1518	-82.0972	0.00451511	0.00530667	0.00673	0.0068987	0.0068227	0.0026469
S2006275185427.L2_MLAC.hdf	27.5394	-82.8044	0.00660245	0.00679778	0.00683533	0.0069869	0.0077384	0.0049511
S2006277183908.L2_MLAC.hdf	25.2882	-81.8809	0.0103831	0.0121096	0.0147456	0.0134649	0.0111096	0.0041331
S2006277183908.L2_MLAC.hdf	25.4736	-81.7759	0.00506445	0.005834	0.00701622	0.0072187	0.0071447	0.0033591
